geo\time,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Albania,:,:,:,:,:,:,:,:,:,:,:,:
Austria,6126.6,5743.9,5384.9,2533.7,3766.7,3448.1,3852.8,4785.3,6010.9,5956.1,3642.5,:
Belgium,1977.6,-1519.7,-4319.9,-4786,-6358.9,-6231.3,-4367.4,-3718.2,-3818.6,-3880.4,-5581.8,:
Bulgaria,-3687.2,-4455,-4980,-2400.5,-1796.4,-1883,-2604.8,-2012.8,-2183.9,-2299.9,-2063.5,:
Croatia,-3135.4,-3335.4,-3526.5,-2102.7,-1060.9,-768.8,-1021.5,-1524.1,-1560,-1645,-2140.9,:
Cyprus,-1228.2,-1572.9,-1769.5,-1302.4,-1510.1,-1148.2,-763.4,-333.1,-699.7,-599.8,-1708.1,:
Czech Republic,9546.2,11337.5,13791.3,12213.9,13232.4,18262.4,20650.6,21324.7,22268,20655.7,23473.3,:
Denmark,-4963.8,-5200.8,-4071.9,-2884.7,-1707.8,-402.5,-1272.1,-2039.9,-1472.8,-2459.1,-3185.4,:
Estonia,-1689.8,-1730.1,-1038.6,-153.1,-291.5,-608.9,-1176.2,-1051.9,-905.5,-913.8,-936.6,:
Finland,5014.6,5288.5,6055.4,3550.4,1315.8,-1120.5,-405.9,-1211.1,-782.5,-1501,-3838.2,:
France,7533.2,-1603.9,-3322.6,-7877.8,-5683.6,-11016.3,-2314.6,-2418.5,-4691.3,-6181.5,-14019.4,:
Germany,170005.3,196079.2,199413.4,139638.4,168904,202246.8,223665.4,224244.2,229537.3,244369.7,239281.4,:
Greece,-12879.1,-15323.9,-14827.8,-13507,-10338.2,-6421.9,-6377.2,-5102.5,-6283.7,-6124.4,-7078.3,:
Hungary,5310.2,6558.6,8215.1,8225.9,9685.7,11341,8850.9,8044.5,8110.6,8874.4,9636.1,:
Iceland,-1862,-1359,-952,-450,-634,-854,-1015,-935,-1040,-1493,-1770,-2069
Ireland,-752.1,-2176.2,-1727.5,-900.3,-4901.7,-6592.3,-8033.8,-7471.1,-11681.6,-11216.1,-10467.2,:
Italy,23621.4,31538.9,36037.8,24843.5,18427.3,31031.9,47238.3,52935.8,53921.2,49911,44719.5,:
Latvia,-2200.9,-2730.4,-1669.4,-358.9,-651.7,-1136.4,-1410.9,-1205.5,-1202.7,-1334.4,-1288.7,:
Liechtenstein,:,:,604,233,456,532,529,536,529,530,506,522
Lithuania,-2302.4,-3155.7,-2553.7,-555.4,-720.9,-1271.3,-1080.6,-1372.2,-1417.6,-2189.5,-2511.5,:
Luxembourg,-678.4,-1345,-1238.7,-29.2,-557.1,-957.4,-1619.5,-1846.7,-2074.6,-2729.2,-2564.3,:
Macedonia,-453,-644,-853,-763,-673,-586,-488,-442,-241,-160,-97,3
Malta,-236.9,-148.5,-284,-390,-464.2,-456.9,-238.2,-530.5,-915.3,-1407.7,-1847,:
Montenegro,-350,-582,-691,-330,-314,-292,-307,-319,-316,-379,-497,-511
Netherlands,2888.6,12168.5,8283.8,7673.8,13569.9,16550.2,17415.5,17690,19037.9,12220.9,12284.4,:
Norway,-12407,-14153,-14763,-11077,-13290,-16087,-16115,-16024,-16270,-17004,:,:
Poland,-840,-1263.5,-2341,4194.1,3458.3,4689.2,4142,5636,5728.4,4310.2,6086.7,:
Portugal,-6620.7,-7276.4,-8127.2,-6948.8,-7609.8,-3551.8,-902.1,-1517.2,-3019.3,-3888.1,-5341,:
Romania,-6678.7,-9608.1,-8459.3,-737,-735.4,-489.5,-309.9,1295.4,1353.7,766,1350,:
Serbia,-2166,-3039,-3131,-2076,-1907,-2021,-1499,29,-95,-450,-569,-857
Slovakia,2110.8,3064.2,4311.6,5013.3,5455.4,6974.7,9609.6,10531.8,10168.8,8838.8,9678.9,:
Slovenia,738.6,882,669.1,1203.8,1403.1,1649.3,1859,1537.7,1865.5,2018,1863.8,:
Spain,-28692,-32449.4,-24419.2,-5133.4,-6771.3,1955.6,5954.1,11116.8,2978.6,-2249.4,-677.5,:
Sweden,12389.2,10899.9,10595.9,5486.5,4419.4,6560.8,4954,4888.9,2185.1,1531.8,327.5,:
Switzerland,-2495,-2141,-1264,-3221,-4926,-4248,-6122,-5536,-5544,-6969,-9177,-9156
Turkey,-13199,-11215,-8405,-8689,-16512,-21168,-18791,-20610,-17459,-23614,-26371,-20484
United Kingdom,-13595.6,-50111,-38557.4,-31284.8,-45444.4,-33245.7,-37129.7,-39608.4,-51362.1,-66382.7,-65301.2,:
