geo\time,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Albania,:,:,:,:,:,:,:,:,:,:,:,:
Austria,407.8,146.8,107.8,-336.4,-290.8,-218.3,-407.8,-397.6,-397.4,-403.5,-440.8,:
Belgium,3376.4,3429.1,3411.3,3828.2,4111.2,3858.5,4344.6,4240.6,4012.1,5269.1,5364.9,:
Bulgaria,76.1,-175.3,-57.9,-26.5,292.8,287.2,436.8,854.2,608.9,481.3,640.5,:
Croatia,-432,-529.3,-715.4,-567.9,-549,-663.6,-633.5,-834,-890.8,-882.8,-764.3,:
Cyprus,-455.2,-549.6,-680,-614,-681.7,-683.2,-701.6,-626.6,-677.2,-676.4,-671.5,:
Czech Republic,-998.8,-1165.7,-942.8,-1147.4,-1341.6,-1263.2,-1090.1,-1032.3,-753.1,-803.4,-819,:
Denmark,5247.8,4952.6,4924.2,4831.7,5448.4,5475.3,5559.6,5520.5,5326.7,5001.8,5411.3,:
Estonia,-229.4,-325,-326.6,-262.1,-207.5,-273.1,-205.7,-255.2,-255.5,-266.6,-348.2,:
Finland,-1511.4,-1656.4,-1921,-2065.1,-2194.9,-2400.9,-2574,-2764.2,-2769,-2916,-2970.5,:
France,9265,9620.9,10060.2,6177.1,8070.9,11867.3,11877.8,11883.5,9558,8898.1,6752.4,:
Germany,-8028.4,-7170.4,-5618.3,-5503.8,-5926.7,-6313.9,-5282.8,-4218.3,-4765.8,-7301.2,-8404,:
Greece,-2271.1,-2750.7,-2718,-2391.8,-1945.2,-1877.2,-1297,-1409.5,-1297.1,-1065.9,-979.2,:
Hungary,774.8,1400.4,1403.5,1192.1,1669.1,2127.5,2652,2726.8,2351.5,2353,2054.1,:
Iceland,1116,1099,991,919,1076,1219,1311,1307,1200,1336,1312,1214
Ireland,3513.2,3232.6,2483,1934,2563.1,2976,2848.5,3014.6,3421.7,3565.8,3806.2,:
Italy,-6741.1,-6339.8,-5339.6,-5413.8,-5366.5,-6546.4,-4384.3,-3763.8,-3356.3,-2015.3,-970.5,:
Latvia,-339.8,-349.1,-309.1,-250.1,-158.7,-171.9,202.8,59.3,39.4,25.9,-64.9,:
Liechtenstein,:,:,132,144,132,140,133,123,134,133,128,125
Lithuania,231.6,409.9,292,398.7,491.4,549.8,865.1,941.1,934.9,778.6,969,:
Luxembourg,-809.8,-870.1,-900.3,-885,-916.7,-905.9,-970.7,-1029.8,-1041.5,-1026.3,-1080.8,:
Macedonia,-6,-70,-100,-94,-63,-96,-138,-93,-110,-161,-135,-175
Malta,-237.8,-292.6,-325.3,-368.4,-312.8,-345,-368.1,-358.4,-358.8,-356.2,-371.5,:
Montenegro,-181,-261,-365,-340,-343,-367,-368,-380,-376,-394,-418,-458
Netherlands,16605.6,17836.8,18008.1,17223.7,19520.4,19373.8,19778.3,22373,23096.7,20454.9,23050.3,:
Norway,1668,1330,1157,1727,2927,2472,2134,2859,3154,3118,:,:
Poland,2502,2359.1,2123.1,2722.6,3109.4,3541.4,5307.3,6510.7,7271.5,8164.5,7826.4,:
Portugal,-3015.8,-3271.7,-3239.3,-3062.6,-3182.3,-3288.3,-2811,-2777.3,-2343.5,-2502.7,-2790.3,:
Romania,-1587,-2120.6,-2181.9,-1608.2,-936.1,-825.6,-757.2,-112.3,-36.5,-531.8,-1231.9,:
Serbia,285,467,299,427,637,736,786,661,815,940,1116,914
Slovakia,-390.9,-676.8,-907.9,-971,-1039.7,-959.5,-711.5,-995.2,-1106.7,-1126.8,-1328.9,:
Slovenia,-548,-670.9,-734.9,-790.2,-725.1,-852.4,-819.7,-824.4,-797.1,-812.2,-808.3,:
Spain,727,-192.5,1048.6,2247.4,3523.5,4089.7,6660.3,8821.2,8874.3,10160.7,11010.1,:
Sweden,-3250.1,-3598.6,-3822.6,-3731.6,-4026.6,-4578.7,-4778.5,-5048.9,-4994.8,-5468.4,-5756.3,:
Switzerland,-2397,-2273,-2158,-1925,-1937,-2058,-1856,-1873,-1819,-1904,-1900,-1994
Turkey,4288,3757,3200,4269,4826,4175,5280,5875,6664,7508,6889,5683
United Kingdom,-20049.9,-21264,-21119.7,-19702,-20435.3,-20757.7,-23499.1,-24029.7,-24666.7,-28364.7,-26446.5,:
