geo\time,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Albania,:,:,:,:,:,:,:,:,:,:,:,:
Austria,38741.4,41252.3,43398.3,34432,39942.1,44710.9,44068.5,44112.9,44868.9,45662.4,44879,:
Belgium,83312.2,92144.7,88604.4,69214.1,81125.1,90417.3,87328,85541.5,88440.2,91044.1,92225.2,:
Bulgaria,5925.6,6394.3,6337.5,4708.6,5910.9,7697.3,7433.8,7768.7,7963.1,8268.4,8467.7,:
Croatia,2457.5,2698.1,2701.8,2206.3,2380.9,2643.2,2578,2830.7,3382.4,3710.2,4039.1,:
Cyprus,142.2,169.4,211.5,162.5,154.9,146.4,162,169.1,182.5,179,171.9,:
Czech Republic,24000.2,27677,30117.1,23592.8,28196.9,32865.7,34375.4,35245.7,36928.6,39569.3,41760.9,:
Denmark,18722.9,19815.8,20107.5,16817.8,17330.5,19193,18813.8,18211.2,18976.4,19677.3,20201.4,:
Estonia,2422.5,2735.1,2871.9,2142.4,2699.1,3348.1,3469.1,3573.2,3606,3691,3849.4,:
Finland,21197.8,22328.2,20258.7,14697.4,18909.3,20349.2,18703.9,18618.1,18805.9,19930.2,19405.1,:
France,93433.8,99246.2,98502.4,80619.4,88598.9,98297.7,98071.6,97864.8,99588.4,104383.6,103817.5,:
Germany,217259.6,239768.3,242072.9,199068.1,229794.2,257339.5,254766.6,253711.6,260423.6,272018.4,274948.6,:
Greece,5595,6121.2,6274,4731.8,5249.1,6043.9,5590.3,5465.2,5576.6,5975.2,5925.3,:
Hungary,10995,12201.2,12754.2,10526.7,13008.1,15448.1,16300,16755.6,17360,17775.6,18850.5,:
Iceland,816,1094,1601,1186,1652,1766,1704,1623,1688,1926,1676,2017
Ireland,10416.9,10304.5,10558,10423.2,12313.3,11976.9,12677.1,12839.6,13603,15829.9,16449.6,:
Italy,131781.9,142064.8,139332.6,107025.8,123213.1,137049.3,139607.2,141608.8,145999.5,149010.3,149875.3,:
Latvia,1904.4,2221.1,2491.7,1786.8,2388.8,3132.4,3534.8,3213.9,3157.9,3182.5,3283.1,:
Liechtenstein,:,:,1011,821,970,1102,1153,1113,1206,1328,1396,1365
Lithuania,2982.7,3517.5,3755.1,3005.7,3790.4,4598.8,5258.8,5929.5,6354.1,6198.6,6540.2,:
Luxembourg,6710.8,7069.6,7128.2,5276.9,6008,6694.1,6285.9,6140.5,6311.2,6628.7,6277.8,:
Macedonia,1165,1665,979,1086,1292,1485,1414,1397,1419,1435,1336,1454
Malta,483.4,463.5,441.9,388.1,444.4,499.7,506.6,502.1,466.5,503.1,481.9,:
Montenegro,328,344,295,163,166,236,162,111,94,110,98,116
Netherlands,79405.6,80916.2,81317.8,66736.9,80176.1,88033.3,87103.7,88295.5,93081.9,98744.3,102963,:
Norway,15047,13786,12498,9310,11121,11688,11636,10989,10919,11787,:,:
Poland,32143.5,36993,40092.6,32021.1,39906.1,46169.5,48719.8,51178.8,55817.8,61532.1,64344.3,:
Portugal,14477.5,15560.2,15370.1,13296.9,14996.6,16689.3,17448,18356.6,19484.4,20160.4,20602.1,:
Romania,11803.1,12976.3,12755,9787.5,12351.5,14842.6,14927,15600.4,16608.6,17422.6,18096.8,:
Serbia,2624,3303,3370,2425,2974,3438,3050,3328,3551,3924,4288,5292
Slovakia,11155.4,13152.8,14234.6,11597.2,14241.5,16536.4,17233.1,16965.5,17616.6,18214.4,18147.3,:
Slovenia,7222,8060.1,8104.3,6055.9,7166.7,8251.8,8065.4,8003.4,8400.2,8934,9392.1,:
Spain,44632.9,48757.8,51144.7,42140.6,49357.3,56198.7,57010.8,58795.5,61293.9,64844,66733.4,:
Sweden,33782.7,36147.3,36001.2,27670.4,33986.7,37474.3,37043.1,34080.8,33238,34179.8,33684.3,:
Switzerland,38911,42059,45675,38601,48033,55881,59636,59228,60836,66416,63939,65693
Turkey,32291,36424,41460,32978,39557,44900,50746,51908,54168,56202,55123,58958
United Kingdom,77726.5,79733.4,74848.4,57517.9,68605.5,76978.9,80213.2,78747.6,80660.8,91468.8,83831.2,:
