geo\time,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Albania,:,:,:,:,:,:,:,:,:,:,:,:
Austria,6900.9,7468.5,8066.8,7356.1,7958.8,8755.1,9211.8,9460.6,9702.3,10035.6,10308.9,:
Belgium,22291.5,24450.1,26494.1,24986,26021.7,28465.1,30191,30976.7,31810.6,33485.8,34763.9,:
Bulgaria,866.9,999.3,1537.7,1559.1,2007,2334,2546.5,3052.7,2822.4,2891.5,3164.2,:
Croatia,911.8,904.3,895.3,903.5,949.3,1024.1,1141.3,1072.9,1231.5,1459.5,1690.6,:
Cyprus,180.8,205.7,215.8,186.1,205,232.1,228.7,281.3,277.7,288.3,338.2,:
Czech Republic,2597.1,3115.3,3785.3,3407.9,3683.3,4405.5,5087.9,5333.9,5726.7,6423.2,6556.3,:
Denmark,12839.7,12993.3,13534.2,12735.4,13792.4,14416.3,14889.9,15412.6,15462.7,15562,16147.8,:
Estonia,510.6,663.7,705.7,604,754.1,918,1093.4,1156.3,1138.4,1058.4,1009.4,:
Finland,1031.3,1167.8,1219.9,1041.4,1183.5,1423,1433.2,1457.1,1419.6,1398.5,1374.5,:
France,39329.7,42498.2,45479.8,40814.8,44757.7,51778.1,53070.9,55297.2,53603.5,54702.3,54225.8,:
Germany,38298.2,43431.5,48001.8,46050.1,49494.5,54722,57955.5,61211.3,62444.5,64265.5,65751,:
Greece,3084.4,3315,3674.4,3640.8,3871.4,4067.7,4246.9,4247.8,4368.5,4582.6,5025,:
Hungary,3155.1,4213.7,4763.1,4163.6,4976.1,6065.3,6600,6563.8,6417,6630.2,6615.8,:
Iceland,1431,1455,1329,1202,1385,1560,1663,1663,1603,1841,1813,1755
Ireland,8389.4,8694.9,7993.4,7120.2,7963.2,8798.1,9293.7,9871.5,10445.5,11126.2,11405.8,:
Italy,19868.4,21930.7,23900.4,22514.1,24979.7,26959.5,28544.3,29917,31028.1,33396.2,34771.4,:
Latvia,591.2,792.5,1047.9,933.5,1167.2,1361.2,2025.2,2113.5,1998.2,1903.5,1986.9,:
Liechtenstein,:,:,179,192,175,185,184,177,190,189,185,185
Lithuania,1502,1992.3,2383.7,2122.6,2599.4,3082.3,3844,4306.9,4261.5,3960.2,3953.7,:
Luxembourg,710.5,733.3,785.4,782.7,869.5,945.3,958.2,978.6,1115.4,1158.9,1081.3,:
Macedonia,307,335,359,344,402,437,450,479,462,451,492,505
Malta,129.6,156.6,161.3,71.5,136.1,132.9,184.7,208.1,206.1,242,262.5,:
Montenegro,36,37,41,40,45,51,53,53,85,53,50,47
Netherlands,42570.5,46769.7,50640.1,48255.4,53400.4,57363.9,59573.3,63692.9,64851.2,66178.2,70008.4,:
Norway,4680,4850,4896,5350,6966,7118,7322,8221,8630,8734,:,:
Poland,8081.8,9450.5,10898.7,10788.4,12708.3,14280.4,17049.4,18977.3,20565.3,22384.5,22768,:
Portugal,2827.8,3306.6,3757.6,3629.2,3913.4,4322.9,4605.4,4885.9,5309.2,5468.7,5599.3,:
Romania,609.1,853.9,1582.3,1755.4,2352.2,2917.5,3349,4198,4484.2,4832.7,4831.8,:
Serbia,929,1171,1174,1243,1493,1686,1835,1791,2058,2233,2493,2415
Slovakia,1360.7,1549.8,1625.3,1582.5,1810.6,2333.5,2674.5,2487.7,2300.4,2395.2,2444.5,:
Slovenia,688.5,867.2,992,981.5,1137.2,1143.5,1426.6,1374.6,1305.5,1476.7,1563.1,:
Spain,21066.2,22732.6,24679.6,23869.1,26625.2,29299.4,32033.9,33526.4,34416.5,38020.6,40042.1,:
Sweden,4028.4,4290.8,4740.3,4487.5,5477.5,5826.2,6450.5,7100.2,7303.4,7808.4,8491.6,:
Switzerland,3241,3825,4639,4848,5492,6178,6515,6836,7087,7794,7853,7990
Turkey,5903,6267,6924,7196,8521,9518,10707,11522,12519,14028,13421,13754
United Kingdom,16026.1,16967.2,17094.4,16259.2,18679.4,20869.3,22052.9,22180.6,23443.2,25236.1,24715.8,:
