geo\time,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Albania,:,:,:,:,:,:,:,:,:,:,:,:
Austria,3379.9,3954.6,3900,3173.9,3963,4353.7,4147.6,4207.4,4101.6,4198.2,4452.9,:
Belgium,8295.5,8898.7,9137.6,7035,9117.9,10557,10746.7,10390.9,10104.5,9628.3,9580.1,:
Bulgaria,885.9,944.8,1068.1,925.9,1467.3,2197.4,1991.7,2104.5,1839.4,1775.4,1873.4,:
Croatia,499.5,590.9,607.1,477.2,622,767.6,777.4,805.4,853.4,924.3,968,:
Cyprus,51.8,57.7,60.8,49.4,73.2,98.4,105.5,83.4,66.9,60.2,58,:
Czech Republic,1937.2,2345.9,2743,2288.1,3182.1,3475.4,3786.7,3605.8,3592.4,3593.7,3509.5,:
Denmark,3182.7,2990.8,3220.4,2641.5,3497.5,4080.6,4318.5,4472.3,4002.1,4242.6,3829.8,:
Estonia,724.1,797.4,806.8,534.6,846.7,971.7,987.6,1051.2,1054.9,1019.2,1074.6,:
Finland,3722.1,3824.8,3198.8,2155.7,3547.7,4037.8,4234.4,4782.2,4504.9,4816.6,4689.3,:
France,9956.1,10475.3,10978.7,7862.4,10272,13467.2,12799.3,11894.7,11673.6,11201.1,11070.3,:
Germany,17448.7,20370.4,20802.8,14960,20953.9,24609.8,24173.3,22544.1,22401.4,21863.3,21268.4,:
Greece,1421,1223.5,1216.6,1113.8,1379.9,1353.9,1662.5,1728.1,1359.6,1758.7,1701.7,:
Hungary,1008.9,1277.2,1642,1176.1,1778.3,2489.9,2761.9,2530.7,2268.9,2097.5,2100.6,:
Iceland,72,90,119,90,98,129,139,162,122,138,157,141
Ireland,1731.3,1687.9,1385.8,992.5,1471.8,1818.7,1788,1783.9,1856,1827.8,1607.6,:
Italy,5475.7,5625.6,5726,4730.9,5998.7,6655.9,6783.7,6646.2,6659.2,6978.2,7097.6,:
Latvia,940.5,1137.7,1003.7,765.6,1188,1454.2,1523.2,1527.2,1562.6,1537.8,1495.4,:
Liechtenstein,:,:,18,8,19,27,46,58,64,63,49,38
Lithuania,546.7,728.1,710,507.2,721.9,948.3,1113.2,1161.2,1212.2,1267,1178.8,:
Luxembourg,222.2,215.7,223.9,148,139.2,173.2,199.2,333.1,295,284.9,280.6,:
Macedonia,92,126,84,129,205,219,219,217,211,214,206,292
Malta,9.4,14.2,13,9.6,13.7,19.5,20,15.3,16.1,15.9,12.4,:
Montenegro,36,39,34,25,46,66,59,62,70,64,73,103
Netherlands,21290.4,23586.1,25369.4,20701.6,26087.9,29810.9,29562.5,28103.2,26993.4,26969.4,26875.7,:
Norway,1103,1197,1262,1012,1396,1680,1983,1864,1886,2017,:,:
Poland,2170.3,2566.2,2824.7,2050.7,3040.8,3470.6,3738.8,4308.4,4522.9,4583.6,4344.7,:
Portugal,2064.9,2240.3,2196.4,1702.2,2370.3,2598.3,2549.9,2614,2521.9,2632.8,2511.1,:
Romania,1521.1,1636.1,2030.1,1743.2,2576.3,3244.5,2691.6,3130.1,2855.1,2504.9,2499.7,:
Serbia,216,392,404,293,459,612,588,630,520,544,619,697
Slovakia,855.7,981.6,1299.4,1011.8,1409.2,1693.9,2038.4,1769.1,1421.6,1354.3,1285.2,:
Slovenia,640.9,715.5,763,627.3,946.5,1103.7,1202.6,1155.6,1231.5,1278.1,1299.7,:
Spain,5736,6335.4,6727.8,5653.1,7501.1,9200.2,9615.4,9622.8,9914.6,9659.9,10087.6,:
Sweden,7062.4,7782.1,7619,5897.2,8264.6,9094.8,9154.7,8507.8,8731.4,7982.6,7849.2,:
Switzerland,1293,1403,1503,1027,1610,1807,1622,1452,1540,1417,1322,1469
Turkey,1851,2041,2323,1886,2791,3355,4055,4686,4193,4099,4220,4904
United Kingdom,7179.2,7993.7,8284.7,5776.1,8502.8,10311.8,10339.3,8722.3,8530.6,8171.9,7691.2,:
