geo\time,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Albania,:,:,:,:,:,:,:,:,:,:,:,:
Austria,39516.4,43642.5,43566.7,34551.3,39930.8,44453.4,45597.5,47395.9,47071.2,49864.3,52747.9,:
Belgium,69208.3,76585.4,78697.8,61948.5,69100.9,77010.8,76477.6,75041.9,76522.3,81222.1,86570.3,:
Bulgaria,5304.8,6473.2,7334.5,4370.1,4397.3,5294,6038.5,5998.2,6448.8,7019.1,7193,:
Croatia,5510.9,6128.7,6738.8,4336.9,3880.4,3614.2,3603.4,3804.5,3851.8,4452.3,5067,:
Cyprus,1564,1824.8,1966.3,1483.1,1694.6,1344.3,942.6,674.3,1940.3,2277.1,2959.4,:
Czech Republic,30549.6,37074.8,39892.1,31081.6,41449.8,45808.1,45503.2,44487.8,50259.2,58260.2,59243.2,:
Denmark,24432.6,25141.5,25072.7,20019.6,19552.6,20418.3,21359.1,22440.6,23518.2,25107.2,25871.1,:
Estonia,4101.6,4096.7,3539.6,1839.9,2833.5,4484.3,5356.3,5320.7,5041.5,4892.6,5148.9,:
Finland,21078.1,22786.3,22945.9,14875.9,16066.2,18058.8,17262.2,16577,17117.8,18601.3,19721.7,:
France,155602.3,164268.1,164615.5,139929.2,157362.3,169852.8,169260.3,166095.1,169722,184470.7,194824.2,:
Germany,271687,285079.8,278805.2,237135.6,287271.7,306295.8,303599.4,300645.5,317291.4,349172.3,363614.4,:
Greece,15075.8,17639.2,17410.1,15558,12637.5,8780.5,8700.4,7171.2,8571.9,8766.6,9683.1,:
Hungary,32027.5,36547.6,36191.5,27382,33670.8,34268.5,33995.6,34830.9,36707,40901.4,42552.4,:
Iceland,2142,2034,1380,756,805,1030,1202,1082,1260,1676,1971,2317
Ireland,23508.4,23601.3,19633.9,14262,15702.7,17626,19135.2,18719.1,23449.8,27644.5,31348.5,:
Italy,100175.9,107556.3,103819.1,83479.1,102315.6,101621.6,86441.4,82530.9,87155.6,100538.4,108490.5,:
Latvia,3021.3,3905.6,3141.5,1592.2,2091.5,3066.7,3603.1,3518.4,3700.9,4016.4,3956.2,:
Liechtenstein,:,:,556,448,457,518,515,517,548,552,567,571
Lithuania,4833.2,6058.8,5611,2570.3,3530.4,4875.6,5170.9,5763.7,6347.1,6438.5,6795.3,:
Luxembourg,10366.2,8893.6,9435.5,8080.1,6510.8,6643.9,7415.4,6804,7010.1,8251,7246.1,:
Macedonia,548,754,979,873,823,840,798,872,1031,1169,1302,1473
Malta,1676.4,1516.5,1446.2,1326.1,1631,1674,1549.7,1661.1,1896.8,2360.4,2790,:
Montenegro,373,597,715,358,341,316,333,345,339,408,528,552
Netherlands,112348.2,119547.5,122299,100733.1,119041,123878.1,127846.7,124248.3,129649,154053.4,156378,:
Norway,20519,23316,25316,21598,22518,24986,25962,26146,26498,28057,:,:
Poland,36352.7,43069.2,50326.9,38080.6,46048.2,48033.1,49807.4,52441.5,56937.2,64728.2,63645.5,:
Portugal,18267.5,19584.6,20253.4,15752,17699.2,15310.1,13018.4,13399.7,15198.2,16795.8,18684.4,:
Romania,14413,19673,20560.3,13221.6,16568.1,19093.8,18487.9,19550.1,20855,23527.9,25586.9,:
Serbia,2676,3866,4194,2933,2931,3233,3228,3144,3205,3726,4247,4826
Slovakia,13941.9,19493,21761.5,17012.9,21120.8,23272.3,24739.8,26048.9,27203.4,31188.8,32837.7,:
Slovenia,6329.9,8225.8,8893.3,6428.2,7304.5,7766.5,7087.2,7783.9,8308.2,9131.7,9710.4,:
Spain,96241.1,103846.2,92633.5,62741.7,71745.9,72349.3,64298.7,66222.2,74799.4,88837.9,93340.1,:
Sweden,39616.2,43303.3,41770.3,30722.7,41816.7,47196.4,45129.5,43133.3,44583.4,48106.5,49969,:
Switzerland,30939,32585,33829,29843,35638,39447,39539,38627,39578,43821,45047,46174
Turkey,34174,36142,34866,29276,40265,48070,47855,51565,49609,58978,63537,63205
United Kingdom,175747.1,170840.6,149584.6,119717.1,152482.7,151158.2,163953,167473.7,183895.4,213919.5,211304.9,:
