geo\time,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Albania,:,:,:,:,:,:,:,:,:,:,:,:
Austria,-884.3,-707.6,-536.7,-353.5,-575.9,-715.9,-150.5,-336.7,147,-479.8,-922.5,:
Belgium,14590.8,18325.4,18689.7,19362.4,22945.9,23772.2,22316.4,24211,22326.6,20537,20143.9,:
Bulgaria,-866.1,-890.9,-985.9,-989.3,-1013.8,-1032.7,-1192.8,-1304.8,-1326.4,-1430.4,-1470.1,:
Croatia,-1097.6,-1219.1,-1258.6,-1158.4,-1123.7,-1149.9,-1145.7,-1167.8,-1165.1,-1247.5,-1382,:
Cyprus,-365.2,-412.4,-449.6,-404.4,-364.4,-289.4,-256.9,-255.6,-279.8,-276.1,-289,:
Czech Republic,-3310,-3916.4,-3943.5,-3337.3,-3771,-4756.7,-4781.5,-4832.4,-4913.6,-5697.3,-6087.9,:
Denmark,1675.7,2108.6,2020.9,3257.8,4450.7,4736.1,5404.2,5800,6038.6,7459.5,8261.8,:
Estonia,-580.5,-609.2,-614.4,-480.5,-538.7,-607.5,-736.6,-634.1,-779.4,-787.4,-817.4,:
Finland,-2296.4,-2053.7,-2117.6,-1415.6,-1503.9,-1428,-1952.7,-1881.8,-1945.4,-1312.7,-1276.6,:
France,12101.9,9925.2,11558.8,10422.9,4878.8,7768.6,8884.4,11708,11114.3,13124,13340.5,:
Germany,33042.5,36064.7,38229.4,39203.9,44432.2,44926,52688.8,56502.6,57658.2,59083.2,57706.8,:
Greece,-4890.4,-5673.9,-6278.9,-5755.2,-4980.8,-4739,-4103.3,-3969.7,-3979,-4069.3,-4123.5,:
Hungary,-992.6,-868.4,-1170.6,-701.3,-634.3,-572.8,-41.9,197.2,-69.1,-128.9,-157.8,:
Iceland,-259,-287,-264,-188,-177,-208,-199,-252,-287,-342,-395,-395
Ireland,31828.5,35092.7,35819.2,39995.3,44099.9,45601.4,44760.3,39493.2,40137.3,50361,51630.9,:
Italy,-10016.1,-10765.9,-10396.4,-10237.1,-11250.8,-13489.5,-11201.4,-8428.1,-5405.6,-8514.4,-6769.9,:
Latvia,-589.1,-631.7,-670.6,-472.9,-614.1,-612.3,-676.8,-738.3,-698,-710.6,-686.2,:
Liechtenstein,:,:,138,168,180,182,225,185,161,205,217,191
Lithuania,-755.3,-593.2,-234.6,-353.2,-389.3,-206.7,-229.6,-345.3,-350.2,-509.6,-366.6,:
Luxembourg,-825.9,-846.3,-896.2,-653.9,-814.7,-1020.3,-948.9,-864.6,-719.7,-593.8,-578.1,:
Macedonia,-210,-258,-331,-285,-213,-59,-45,-27,172,235,313,435
Malta,-154,-135.2,-126.4,-111.1,-101.8,-163,-123.7,-90.9,-112.4,-155.8,453.7,:
Montenegro,-107,-142,-179,-156,-150,-158,-158,-170,-167,-181,-185,-210
Netherlands,16859.3,17855.1,15758.4,13569,19329,26083.9,28430.6,25201.3,25810.9,25412.7,24832.3,:
Norway,-2348,-2176,-2616,-2155,-2219,-2730,-3332,-3335,-3263,-936,:,:
Poland,-7332.1,-8191.6,-9407.2,-7363.1,-8839.2,-9346.4,-8418.7,-8187.2,-9117.4,-8981.9,-9537.2,:
Portugal,-3711.9,-3648.1,-3981.1,-4009.1,-4306.9,-4097.6,-3818.1,-3459.7,-3722,-4137.8,-4072.7,:
Romania,-2834.9,-3560.2,-4152.9,-3980.5,-4033.4,-4421.6,-4529.3,-4960.3,-5259.3,-5970.7,-6612.9,:
Serbia,-974,-1200,-1428,-1400,-1309,-1451,-1714,-1420,-1440,-1508,-1495,-1511
Slovakia,-1369.7,-1779.5,-1999.1,-1979.7,-1862.6,-2188.7,-2362.9,-2223.5,-2299.6,-2567.3,-2930.7,:
Slovenia,118.4,150.6,325.5,464.6,386.3,498.3,666.3,881,905.7,776.8,721.7,:
Spain,-8618.7,-8503.6,-9484.2,-9049.5,-8189.9,-9024.2,-6851.4,-5606,-6158,-7697.6,-6684.7,:
Sweden,2915.7,1615.6,841.5,1622.4,1360.2,-111.3,91,1038,222.1,1490.4,1471.6,:
Switzerland,16176,15598,19973,23048,26011,28345,30992,29981,33132,41155,44599,44552
Turkey,-11575,-12773,-13275,-10945,-14243,-17021,-16656,-17352,-17837,-18442,-17722,-20290
United Kingdom,7108.1,4957.9,6296.2,7798.6,6753.8,3627.2,2653.1,757.3,-2841.3,2577.4,-1663.4,:
