geo\time,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Brazil,109753.3,117219.2,134581.5,109689.4,152308.3,183935.8,188806.1,182240,169438,172264,167346.1,:
Canada,309157.3,306371.1,309785.3,225965.6,291604.4,323584.8,353439.4,343798.1,357679.5,368458,351398.4,:
China except Hong Kong,771691.3,890229.6,972731.2,861519,1190460.1,1363784.8,1594631.3,1663283.8,1763110.8,2049092.6,1895055.7,:
EU28,1152429.4,1234470.4,1309129.6,1094359.5,1354055.2,1554510.9,1684928.3,1736500.9,1703242.1,1789873.3,1744557.4,1878778.7
India,96528,106456.1,123647.6,126731.5,166258.2,216582.8,225377.3,253453.3,239024.9,238288.4,235185.6,:
Japan,515072.5,521216.4,531283.8,416345.5,580654.6,591367.6,621590.9,538436.3,519546.5,563202.8,582647.4,:
Mexico,199076.6,198337.3,198031.6,164692,225017,250953,288532.6,286084.8,298744.3,343038.2,337774.8,:
Russia,239920.4,257035,318190.1,216372.3,299515.4,371402.7,408442.1,397007.7,374733.6,309966.3,257919.5,:
Singapore,216477.5,218385.6,229926.5,193456,265419.9,294183.6,317865.1,308899.7,308444.6,312427.2,298013.4,:
South Korea,259204.6,271052.2,286921,260633.1,351799.5,398857,426412.2,421367.8,431369.8,474766.1,447572.2,:
United States,825923.3,848258.4,883804,757608.3,964093.8,1064426.9,1202468.9,1187852.8,1219226.8,1353624,1312826,:
