geo\time,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Austria,12875.1,13072.9,14085.5,14647.4,10916.6,13412.4,15533.7,16511.4,16661.1,17421.7,18122.7,17386.1
Belgium,13072.8,14284.1,14983.3,15743.7,12513.7,15305,19659.7,21988.8,20676,19474.8,18681.6,18574
Bulgaria,453.8,447.9,647.7,798.6,541.5,733.2,890.7,964.4,1169.6,1133.8,1203.1,1362.3
Croatia,628.6,728.8,1011.6,1018.5,779.4,919.3,1019.6,1061,826.2,853,941.4,996.3
Cyprus,59,68.1,34.6,47.2,50.5,42.6,47.7,92.4,167.3,653.4,940.9,587.6
Czech Republic,4330.2,5633.6,7282.2,8639.4,6703.7,9135.3,11774.9,14063.4,14217.2,14406.7,14509.3,14872.5
Denmark,6307.6,7046,7615.6,8545.2,7063.1,7939.2,8963.7,8517.5,8364.7,8636.8,9190.3,8691.3
Estonia,260.4,504.7,418.5,553,352.4,609.3,1158.9,1325,1118.4,1001.9,805.7,987.6
Finland,12833.8,14114,15286.7,16138.3,9869.8,10459.4,9703,10100.1,8951.7,8852,8288.6,7658.3
France,66267.1,59747.7,61889.5,65294.3,54851.4,65803.4,69420.3,77290.8,73964.3,72536.2,79503,77636.8
Germany,160090.4,180775.2,191775.8,200145.6,162933.6,213114.9,242953.6,267781.8,267557.6,271783.2,288303.3,283973.3
Greece,733.8,623.6,788.6,1107.4,1010.3,1087.7,1044,1071.6,974.7,1022.3,1069.1,905.1
Hungary,5051.8,7246.4,8940.6,9553.8,7393.4,10227.4,11961.1,11021.2,10163.9,9044.2,8944.3,9345.4
Ireland,8575.1,8400.7,7911.1,7732,6628.8,5136.7,4925,5170.6,4798.4,4975.9,7815.4,12571.1
Italy,43975.6,48991.9,56915.7,60387.8,50223,55724.5,63245.3,66081.9,68256,69867.4,73556.5,73395.1
Latvia,174.2,320.5,480.4,571.8,426.7,520.6,744.4,833.2,851.5,763,863.4,819.9
Lithuania,964.5,1290.8,1582.7,1864.1,1054.3,1648.4,2298.1,2716.4,2930.6,3221.2,2154.7,2050.6
Luxembourg,642.1,871.8,887.5,948,1117.5,1319.5,1589.4,1770.2,1410.7,983.2,1064.9,1044.9
Malta,669.4,773.1,790.2,719.8,611.7,768.4,846.2,927.1,783.1,618,593.7,552.8
Netherlands,23431.2,26348,34168.9,33358.9,27287.8,34634.6,38445.2,41160.9,40984.4,42430.8,45630.8,43898.7
Poland,5922.4,7415,8862.8,11160.6,8162.1,10515,12722.8,14621.9,17092.4,16188.2,16763,16180.6
Portugal,2216.8,2843,3396,3663.9,2202.7,2263.2,2532.1,3332.4,3281.7,3374.7,3170.9,2723.3
Romania,1152.4,1757.4,2434.3,3009.6,2805.2,3898,4689.4,4620.9,5557.7,5451.9,5576.9,5733.7
Slovakia,1708.1,2599.1,3544.8,4775.9,3853.8,5430.6,6346.2,7455.7,8351.1,7517,7184.2,7457.5
Slovenia,1137.1,1390.9,1731.1,1870.1,1331.4,1542.6,1753.8,2008.9,2047.8,2055,2180.4,2452.3
Spain,15362.4,17347.6,18157.6,18230.1,14827.8,17447.1,21768.5,23143.9,27617.8,25486.1,27640.9,26872.5
Sweden,22729.8,23801.2,24576.7,25368.4,18496,24273.9,28240.4,25784.1,23948.6,22944.8,23830.9,23268.4
United Kingdom,60665,57506.3,55985.2,55049.2,45297.1,57094,64534.8,75281.8,76418.8,77150.5,84851.5,83142.9
