geo\time,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Albania,2431,3046,3796,3259,3328,3867,3797,3699,3941,3882,4169,4648
Austria,109280,118961.9,125301.4,102569.1,119943.5,137512.5,138942.4,137999.8,137001.2,140699.2,142511.9,:
Belgium,280053.4,300297.7,317043.4,254367.4,295072.1,335447.4,341787.5,340092.9,342214.8,338124.9,336649.5,:
Bosnia and Herzegovina,:,:,8330,6317,6962,7938,7799,7756,8283,8105,8263,9272
Bulgaria,15424.2,21861.5,25093.9,16875.9,19245.1,23406.5,25459.5,25828.5,26118.3,26346.8,26158.7,:
Croatia,17104.7,18833,20817.1,15218.1,15137,16281.1,16214.4,16581.3,17154.5,18563.6,19791.2,:
Cyprus,5517.7,6285.8,7236.6,5617.3,6463.7,6233.9,5678.4,4754,6015.1,6338.4,7077.1,:
Czech Republic,74220,86223.5,96571.9,75314,95536,109285.3,110065.6,108620.9,116202.6,127481.3,129268.1,:
Denmark,68100.4,71526.3,74355.6,59602.1,62647.8,68723.6,71453.7,73298.8,74970.7,77173.2,77292.1,:
Estonia,10711.4,11439.1,10896.4,7269.9,9268.3,12542.6,14076.6,13902.7,13776.5,13099.9,13493,:
Finland,55252.6,59616,62402.4,43654.6,51899.4,60534.7,59517.3,58406.6,57769.4,54487.6,54993.6,:
France,431601.9,460314.8,487350.4,404097.8,460941.2,517261.8,524918.3,513888.9,510851.3,516767.4,516969,:
Germany,722112,769779.5,805729.5,664143.3,795665.6,901486.6,898857.4,889415.7,908574.6,947626.7,953760.9,:
Greece,52847.1,60129.9,64856.8,52087.1,52147.8,48892.3,49537.6,46997.1,48326.9,43580.3,44181.1,:
Hungary,62330.6,69730.2,74068.7,55750.4,66514.2,73591.7,74078.3,75379.4,78978.3,82947.3,84828.9,:
Iceland,4788,4881,4167,2583,2959,3477,3716,3599,4050,4632,4987,5761
Ireland,58233.3,61161.6,57087.9,44955.5,47707.3,52460.5,54734.4,55293.7,61832.1,69450.9,73272.8,:
Italy,352464.7,373339.8,382050.2,297608.7,367389.8,401427.7,380292.5,361002.2,356938.8,370484.4,367625.8,:
Kosovo,1315,1576,1930,1936,2158,2492,2508,2449,2538,2635,2789,3047
Latvia,9191.5,11179.8,10975.4,7034.1,8818.8,11702.5,13408.7,13451.4,13285.5,13057.5,12880.5,:
Liechtenstein,:,:,1551,1272,1365,1593,1543,1551,1674,1794,1817,1795
Lithuania,15429.4,17812.6,21144.1,13123,17653.1,22825.6,24879,26207.7,25889.4,25399.5,24699.6,:
Luxembourg,21610.8,20451.6,21863.6,18160.4,18713.3,20732.6,21235.9,20084.4,20101.3,21016,19643.4,:
Macedonia,2980,3834,4664,3637,4137,5053,5071,4983,5505,5801,6107,6825
Malta,3430.3,3503.5,3603.6,3210.2,3818.4,4520.5,5135.2,4624.9,5131.9,5442.7,5783.7,:
Montenegro,1457,2073,2530,1654,1657,1823,1821,1773,1784,1842,2062,2303
Netherlands,331978.7,359442.7,394980.2,317717.9,386833.6,426987.1,456823.6,444015.5,443688.6,461797.1,456289.7,:
Norway,51129,58478,61368,53824,58402,65263,67935,67616,67363,68914,:,:
Poland,101138.4,120911.8,141966.5,107154.6,134305.7,151291,154934.1,156318.7,168366.4,177182,178245.1,:
Portugal,56294.6,59926.5,64193.9,51378.5,58647.4,59551.4,56374.1,57012.8,59032.1,60344.8,61242.9,:
Romania,40745.8,51305.1,57148,38947.6,46849.7,54942.8,54644.2,55328.1,58555.6,62979.2,67363.1,:
Serbia,10463,13501,15489,11146,12475,13706,13522,13345,13512,14425,15225,17581
Slovakia,35827.9,44229.5,50252.6,39898,49050.4,57358,60241.5,61542.6,61688.5,66166.9,68216.2,:
Slovenia,19226.6,23038.4,25179.7,19052.8,22719.6,25525.5,24933.6,25128.7,25551.1,26887.4,27597.5,:
Spain,261784.2,284057.8,286104.9,210222,246673.9,270550.3,262561.1,256455.1,270172.6,281222.1,281056.8,:
Sweden,101582.6,111803.2,114565.2,85944.9,112352.4,127173.8,127985.5,120931.3,122132.4,124807.1,127222.1,:
Switzerland,112655,117600,124469,111941,133097,149636,230260,242156,207562,228288,244211,237877
Turkey,111096,123959,136441,100764,138720,173099,184087,189784,182338,186536,179468,206993
United Kingdom,487950.8,465715.1,447227.8,372580.8,445291.4,487905.2,541111.9,496976.6,519733.4,564550.9,574908.2,:
